ytid,start_s,end_s,audioset_positive_labels,aspect_list,caption,author_id,is_balanced_subset,is_audioset_eval
JHkcCXF5vII,30,40,"/m/02cjck,/m/04rlf","['movie soundtrack', 'poor audio quality', 'instrumental music', 'trumpets playing', 'soaring harmonies', 'conductor', 'santa claus', 'christmas presents', 'opera hall', 'philharmonic orchestra', 'string section', 'solo violin', 'trumelts playing', 'medium tempo', 'marching rhythm', 'exciting', 'adventurous', 'christmas song', 'horn section', 'brass instruments playing triumphantly']","The song is an instrumental song. The song is medium tempo with a marching drum rhythm, string section harmony, brass instruments playing and a horn section playing various harmonies. The song is exciting and adventurous in nature. The song is a movie soundtrack, and the audio quality is quite poor.",1,False,True
JHvLuYk6TfI,70,80,"/m/03m5k,/m/0d8_n","['kora song', 'no other instruments', 'no voices', 'instrumental', 'waltz time', 'moderate tempo', 'folk song']","This folk song features a kora being played in waltz time. This starts off with the strings being plucked in waltz time followed by a descending run. The waltz plucking is played twice more followed by another descending run. There are no other instruments in this song. There are no voices in this song. This is an instrumental song. This song can be sampled and played in a hip-hop song.",0,False,False
JKbUVdMJAO8,30,40,"/m/01glhc,/m/02sgy,/m/0342h,/m/04rlf,/m/04szw,/m/0b_fwt,/m/0fx80y","['amateur recording', 'e-guitar']","Someone is playing a fast paced melody running up and down a scale. This is an amateur recording. This song may be playing soundcheck with a band.",6,False,True
JL9Xxzf9e2A,30,40,"/m/04rlf,/m/07gxw,/m/07lnk","['instrumental', 'fast tempo', 'electronic music', 'dance groove', 'burgeoning', 'edm', 'synthesiser articulation', 'psychedelic', 'trippy', 'trance', 'trap music', 'incessant rhythm', 'captivating', 'vigorous', 'intense', 'dense', 'suspenseful', 'critical', 'dance music', 'club music', 'ambient']","This music is an Electronic instrumental. The tempo is fast with synthesiser arrangements. It has an incessant, burgeoning rhythm. The music is youthful , captivating, psychedelic, trippy, groovy, trance EDM/Synth Pop.",7,False,True
JLYb7DwCaQU,0,10,"/m/0155w,/m/02sgy,/m/0342h,/m/04rlf,/m/04szw,/m/0fx80y","['electric guitar blues', 'instrumental music', 'blues guitar lessons', 'legendary licks', 'excellent audio quality', 'the blues', 'blues guitar tutorial', 'romantic', 'the lush life', 'blues legends', 'sophisticated', 'blues guitar licks', 'new orleans blues', 'blues hits', 'relaxing music', 'energetic', 'passionate', 'groovy', 'solid intro', 'blues giants', 'romantic', 'massive drum roll', 'medium tempo']","The song is an instrumental. The tempo is medium with a slick drumming rhythm starting with a solid drum introduction, strong bass line  and a blues guitar solo. The song is energetic and passionate. The audio quality is excellent.",1,False,False
JNW76fDWkA0,80,90,"/m/04rlf,/m/07pqn27","['improvised percussions', 'poor audio quality', 'lethargic groove', 'uninteresting', 'exciting', 'engaging', 'groovy', 'percussion technique', 'bouncing balls', 'instrument demo', 'rattling percussions', 'groovy rhythm', 'showman', 'percussionist', 'live show', 'ambient room noises', 'instrumental music', 'medium tempo']","The song is an instrumental. The song is medium tempo with an improvised percussion instrument playing steady rhythm and rattling sounds. The song has a very basic percussion rhythm. The audio quality is poor.",1,False,True
JNwt0afB1fQ,30,40,"/m/02x8m,/m/04rlf,/m/06by7,/m/06rqw","['rock', 'groovy bass guitar', 'punchy snare', 'flat male vocal', 'shimmering hi hats', 'punchy kick', 'arpeggiated electric guitar melody', 'energetic', 'groovy', 'unbalanced stereo', 'happy', 'fun']","The Rock song features a flat male vocal singing over arpeggiated electric guitar melody located in the right channel of the stereo image, groovy bass guitar, punchy kick and snare hits and shimmering hi hats. The stereo image is unbalanced because of the electric guitar, which makes it lean towards the right channel. It sounds energetic, groovy, happy and fun.",4,False,True
JOkuwbhMxbQ,30,40,"/m/02lkt,/m/03r5q_,/m/04rlf,/m/07gxw","['instrumental', 'fast tempo', 'electronic music', 'digital music', 'synthesiser arrangement', 'digital drums', 'techno music', 'electronica', 'electro pop', 'techno pop', 'edm', 'jungle bells', 'remix', 'techno remix', 'energetic', 'enthusiastic', 'punchy', 'buoyant', 'cheerful', 'happy', 'merry', 'high-spirited']","This music is an upbeat instrumental of the popular Christmas carol, â€˜Jingle Bellsâ€™. The tempo is fast with electronic arrangements and digital drumming. The music is buoyant, happy, cheerful, festive, perky, enthusiastic,energetic and high spirited. This song is a Techno Remix.",7,False,False
JP637fg_ZC0,30,40,"/m/04rlf,/m/04szw,/m/07kc_","['instrumental', 'no vocals', 'theremin', 'wobbly', 'subtle strings', 'quirky', 'dreamy']","The music features no vocals and the main melody is made with a theremin. The sound is wobbly and quirky. In the background there are subtle strings that contrast the main melody by sustaining chords. This is a song you could hear in a movie about aliens.",5,False,True
JPVRBbdykSw,30,40,"/m/04rlf,/m/07qjznt,/m/0l14qv,/m/0m0jc","['electronic', 'instrumental', 'synth', 'bass', 'electronic percussion', 'repeated theme', 'dissonant', 'eerie', 'menacing', 'bizarre', 'robotic']","This is an instrumental electronic music piece. It has a high-pitched synth bass playing in a dissonant manner as the lead. The background consists of an ambient synth that is constantly switching between two chords and electronic percussion that keeps on reverberating. The dissonance and the character of the sounds create a very eerie atmosphere that is the perfect fit for a dystopian video-game soundtrack.",9,False,True
JPZlyvPNZj4,30,40,"/m/01glhc,/m/02sgy,/m/04rlf,/m/04szw,/m/0fx80y,/m/0g12c5","['male vocals', 'electric guitar', 'powerful', 'loud', 'skilful', 'supporting instrument', 'groovy', 'dense sounds', 'bass lines', 'vibrations', 'resonant', 'bass electric guitar', 'lower notes', 'lower octave', 'smooth', 'instructional video', 'sonic power', 'amplified', 'stringed guitar', 'amplified guitar', 'enthusiastic riff', 'energetic', 'youthful', 'man talking', 'tutorial', 'instructions', 'static']","This music clip is a bass electric guitar instrumental. The tempo is medium fast with the guitarist playing an enthusiastic riff after giving instructions. No other instruments are used and the talking at the beginning of the audio clip indicates that this is a tutorial or instructional video.",7,False,True
JR-1k8GHYAw,100,110,"/m/04rlf,/t/dd00006,/t/dd00125","['punk rock', 'child vocals', 'shouting-like singing', 'electric guitar', 'acoustic drums', 'funny', 'uplifting']","This is a punk rock piece that is being sung by children. The main vocal is a boy singing in a shouting manner while slightly straying off-key. There is an electric guitar and acoustic drums in the backing track of a song. The piece is clearly targeted for children. Therefore, it would fit perfectly in a play date or birthday party for little kids. The music is also suitable for an advertisement jingle that is targeted at kids.",9,False,True
JRmfjBDKCpE,100,110,"/m/03lty,/m/04rlf,/t/dd00036","['male vocalist', 'fast tempo', 'hard rock', 'vigorous bass lines', 'youthful', 'animated', 'vigorous', 'vital', 'vivacious', 'progressive', 'metal', 'progressive metal', 'intense electric guitar feedback', 'intense drumming', 'funky bass line', 'vigorous keyboard harmony', 'spirited vocals', 'rock', 'hard rock', 'skilled guitarist', 'youthful', 'vibrant']","A male vocalist sings this high energy Rock song. The tempo is fast with enthusiastic and skilled bass guitar lines, intense, hard hitting drums, groovy electric guitar accompaniment and rhythmic keyboard. The song is youthful, animated, spirited, animated,vigorous, incredibly vital and vivacious. This song is Hard Rock/ Progressive metal.",7,False,True
JSLqi_TsMzs,0,10,"/m/04rlf,/m/07qqyl4","['bass drum', 'crumbling sounds', 'downward sliding strings', 'wind sounds']","The excerpt starts off with 3 bass drum beats after which an explosion and a crumbling sound can be heard. After this, downward sliding strings or a similar instrument in timbre can be heard creating a sort of scary effect. In the background wind sounds can be heard throughout.",2,False,True
JSdALuTneBM,30,40,"/m/04rlf,/m/07szfh9,/m/0l14qv,/m/0m0jc","['electronic music', 'instrumental', 'jarring', 'static', 'chaotic', 'bustling', 'destructive', 'boisterous', 'video game music', 'shooting', 'beeping', 'bombing', 'blasts', 'synthesiser arrangements', 'vigorous', 'aggressive', 'poor audio quality']","This music is instrumental. The tempo is fast with synthesiser and electronic arrangements and a boomy bass.There are sounds of shooting, beeps, bombing, blasts and sirens in the background identical to a Video game music. The audio quality is inferior so the music is loud, jarring and unpleasant to the ears. The music is aggressive, boisterous, destructive and chaotic.",7,False,True
JSqyTVjYY6k,80,90,"/m/0g293","['amateur recording', 'background laughter', 'hands clapping', 'drums', 'e-bass', 'brass melody/keyboard', 'upbeat', 'positive energy']","This audio contains a catchy melody played by a brass instrument, maybe a saxophone and a keyboard. A horn is playing a bass in a lower register along with a drum. In the background you can hear people laughing. This is an amateur recording and of poor audio-quality.",6,False,False
JU4CZ-GApu4,30,40,"/m/015y_n,/m/04rlf,/m/05rwpb","['jewish', 'gospel', 'male vocal', 'melodic singing', 'strings', 'acoustic guitar', 'bass guitar', 'acoustic drums', 'religious', 'emotional', 'devotional']","This is a Jewish gospel music piece. There is a male vocalist singing melodically in the Hebrew language. A strings section is playing the melody with the acoustic guitar and the bass guitar in the backing. In the rhythmic background, the acoustic drums are playing a simple 4/4 beat. The atmosphere of this piece is religious/devotional. It could be used in Jewish religious events or related social media content.",9,False,True
JU6GUqRqbtI,10,20,"/m/015y_n,/m/03_d0,/m/04rlf","['jazz', 'big band', 'instrumental', 'winds section', 'saxophone', 'trumpet', 'flute', 'clarinet', 'upright bass', 'piano', 'acoustic drums', 'lively', 'playful', 'upbeat']","This is a big band jazz music piece. It is an instrumental piece. The main melody is played by a wide variety of the winds section composed of the saxophone, the trumpet, the flute and the clarinet. The piano and the upright bass provide backing structures. The rhythmic background consists of a jazz acoustic drum beat. The atmosphere is playful. This piece could fit perfectly in the soundtrack of a Disney-type animation movie.",9,False,False
JUwu4xOs8K4,40,50,"/m/015lz1,/m/06j64v","['gujarati folk music', 'female vocal', 'harmonium', 'tabla', 'cymbals', 'lively']","This is a Gujarati folk song. There is a female vocalist singing in a passionate manner. The melody is being played by a harmonium. The rhythm is being played by the tabla and little cymbals. The atmosphere is lively.",9,False,False
JWNWCKdfpzM,30,40,"/m/015lz1,/m/04rlf,/m/04wptg","['male vocalist', 'medium tempo', 'female backup', 'soft pop', 'dance groove', 'dance music', 'muffled sounds', 'crowd chatter', 'salsa music', 'keyboard harmony', 'congas', 'bongos', 'bass guitar', 'intense drumming', 'acousitc guitar', 'muffled vocals', 'inferior sound quality', 'foreign language', 'regional pop', 'passionate', 'emotional', 'romantic', 'enthusiastic']","A male vocalist sings this pop song. The tempo is medium with keyboard accompaniment ,steady drumming, groovy bass, congas and bongos percussion and acoustic guitar accompaniment with vocal backup. The sound quality of the audio is inferior and there is the sound of chatter in the background .The song is fresh, simple, breezy, romantic, passionate, sentimental and youthful with a dance groove. This song is Regional Pop.",7,False,True
JYYfw3id3ek,140,150,"/m/018j2,/m/04rlf,/m/04szw,/m/0fx80y,/m/0gg8l","['instrumental', 'fast tempo', 'banjo harmony', 'sweet', 'rich', 'dulcet', 'stringed instrument', 'twangy', 'engaging', 'empahtic', 'dominant', 'solo', 'irish banjo', 'irish style banjo', 'lively', 'spirited', 'engaging', 'captivating', 'pleasant', 'lilting melody', 'strong melodic lines', 'banjo solo', 'banjo lead', 'tenor banjo', 'four stringed instrument', 'traditional music', 'folk music', 'classical music']","This music is an enthusiastic Irish tenor Banjo instrumental. The tempo is fast with a lively, upbeat, soothing, emphatic, twangy, sweet, rich, and engaging with traditional and folksy groove.",7,False,False
JZWJlUdYpCU,80,90,"/m/03mb9,/m/04rlf,/m/07gxw,/m/07lnk,/m/07s72n,/m/08cyft,/m/0ggx5q,/m/0l14gg","['electro house', 'sustained organ synth keys chords', 'snare roll', 'filtered drums', 'punchy kick', 'addictive synth lead melody', 'energetic', 'exciting', 'intense', 'energetic crash cymbal']","The Electro House song features sustained organ keys, chords, filtered drums, punchy kick hits layered with energetic crash and addictive synth lead melody. Right before the drop, there is a short snare roll. It sounds energetic, intense and exciting, as the song is preparing to drop.",4,False,True
JZnOGRCBW0I,30,40,"/m/01b9nn,/m/02rr_,/m/02sgy,/m/0342h,/m/04rlf,/m/04szw,/m/0fx80y,/m/0g12c5","['e-guitar', 'amateur recording', 'medium tempo']","Two e-guitars are playing a melody with a little bit of reverb. The e-guitars sound clean. This is an amateur recording. This song may be jamming out with friends.",6,False,True
JZyw6YUsGzo,200,210,"/m/01kcd,/m/07c6l","['trombone song', 'trio', 'three part melody', 'motivational music', 'instrumental', 'no voices', 'no other instruments']","This song features three trombones playing different parts. One trombone plays the bass part. A second trombone outlines the chords being played.  The third trombone plays the main melody. There are no other instruments in this song. There are no voices in this song. This is an instrumental song. The mood of this song is motivational. The song can be played in an adventure movie just before the adventure begins.",0,False,False
J_Raltj-6dk,30,40,"/m/04rlf,/m/06bxc,/m/07qfgpx,/m/0glt670","['hip-hop', 'christmas music', 'child voice', 'male vocal', 'rapping', 'groovy bass', 'electronic drums', 'sleigh bells', 'festive', 'amusing', 'urban']","This is a Christmas music piece in the style of hip-hop. There is a child voice announcing the arrival of Santa. The male vocalist is rapping. There is a groovy bass line in the beat. The rhythmic background is provided by an electronic drum beat that has sleigh bells in it. The atmosphere is festive and amusing at the same time. This piece could be used in the soundtrack of a comedic Christmas movie.",9,False,False
JaGUY5ULTok,20,30,"/m/02bxd,/m/04rlf","['instrumental', 'fast tempo', 'didgeridoo harmony', 'therapeutic', 'mood', 'intense', 'meditative', 'silky', 'powerful', 'trance like', 'trippy', 'hypnotic', 'wind instrument', 'vibrations', 'droning melody', 'incessant drone', 'low notes']","This music is instrumental. The tempo is fast with a Didgeridoo harmony. There is minimal instrumentation with low, incessant droning bass notes. The music is intense, enthralling, powerful, velvety, blunt , meditative,hypnotic and trance like.",7,False,True
JbWaSZPOh18,30,40,"/m/015y_n,/m/04rlf,/m/0g293","['regional mexican', 'male voice', 'crowd sound', 'tuba', 'trumpets', 'cymbal', 'slow tempo', 'no string instruments', 'romantic mood']","This Regional Mexican song features a live recording of a male voice singing the main melody. The song starts with the cymbal played once and held so that it does not ring. Then the male voice sings one line with the crowd. The crowd shouts out in joy after a line is sung. The bass is played on a tuba. This is followed by trumpets playing a high pitched melody. This song is at a slow tempo. Apart from the initial cymbal sound, no other percussion is played. This song can be played in a romantic movie.",0,False,False
Jcd63Ev7JXA,30,40,"/m/04rlf,/m/07brj","['gospel/blues', 'tambourine', 'solo male singer', 'voices cheering', 'acoustic drums', 'clapping', 'e-bass', 'amateur production', 'loud', 'uplifting mood']","Due to the sound quality and background cheering it can be assumed that this is a phone recorded audiofile. A male loud voice is singing a gospel song through a microphone that is overdriving through the speakers: He is accompanied by a tambourine, clapping and cheering from people while acoustic drums are backing him up. In the background you can hear an e-bass playing some licks as fill-ins. This song could be played in a gospel church or a disney movie.",6,True,True
Jdy08IPLKdw,30,40,"/m/028sqc,/m/04rlf,/m/05rwpb,/m/074ft,/m/0gywn","['male singer', 'slow tempo', 'foreign language', 'soft piano accompaniment', 'rhythmic acoustic guitar', 'steady drumming', 'minimalist music', 'christian song', 'christian praise and worship', 'hymn', 'christian gospel music', 'soft', 'mellow', 'devotional', 'emotional', 'prayerful', 'reverence', 'holy']","This song is a mellow Christian hymn in a foreign language. The tempo is slow with soft piano, rhythmic acoustic guitar, steady drumming and keyboard harmony. The music is minimalist and the song is a prayerful, melodious, devotional, emotional and thankful Gospel Song/Hymn.",7,True,True
JjF1G5wgcvY,30,40,"/m/0192l,/m/085jw","['instrumental', 'fast tempo', 'bagpiper', 'acoustic guitar accompaniment', 'live performance', 'live audience', 'ambient sounds', 'lively', 'spirited', 'rich', 'drone pipes', 'melody pie', 'bellows', 'double reed instrument', 'piper', 'passionate', 'spirited', 'emotional', 'high-spirited', 'engaging', 'mesmerising', 'sharp sounds', 'high notes']","This music is a lively Bagpiper instrumental. The tempo is fast with a piper playing a cheerful harmony on the bagpiper with an enthusiastic acoustic guitar accompaniment. The music is vibrant, vivacious, vigorous, engaging, cheerful and merry. The performance is live with a live audience and ambient sounds.",7,False,False
Jjr0_CbcYdg,30,40,"/m/015vgc,/m/01c194,/m/028sqc,/m/04rlf","['female vocalist', 'slow tempo', 'tabla rhythm', 'live singing', 'melodic', 'soothing', 'calming', 'devotee', 'harmonium accompaniment', 'indian music', 'indian classical', 'hindi bhajan', 'hindi devotion', 'devotional song', 'hindu bhajan', 'melodic', 'engaging', 'insightful', 'persuasive', 'impactful']","A female vocalist sings this Hindi Bhajan. The tempo is slow with a harmonium accompaniment and tabla rhythm. The song is mellow, soft, devotional, inspiring,insightful, emotional and persuasive. This song is a Hindi Devotional Bhajan.",7,True,True
JlzlNpttvVM,30,40,"/m/04rlf,/m/06j6l","['disco', 'passionate male vocal', 'funky electric guitar melody', 'groovy bass', 'punchy kick', 'punchy snare', 'shimmering hi hats', 'groovy synth keys melody', 'passionate', 'groovy', 'funky']","The Disco song features a passionate male vocalist singing over funky electric guitar melody, groovy bass, punchy kick and snare hits, shimmering hi hats and groovy synth keys melody. It sounds groovy, funky and passionate.",4,False,False
JmbrGzgxrJ4,50,60,"/m/026z9","['r&b', 'pop dance', 'versatile female vocal', 'melodic singing', 'keyboard', 'electric guitar', 'bass guitar', 'electronic drums', 'groovy', 'urban', 'danceable']","This is an R&B/pop dance music piece. There is a versatile female vocalist singing melodically. There is a keyboard and an electric guitar playing the melody while there is a groovy bass guitar line in the background. The rhythmic background is provided by an electronic drum beat. The atmosphere is urban and danceable. This piece could be used in the soundtrack of a romantic comedy movie.",9,False,False
JnfMv9ti9Sw,10,20,"/m/02bxd,/m/04rlf","['instrumental', 'slow tempo', 'amplified cello', 'string instrument', 'wind instrument', 'happy birthday tune']","This song is an instrumental. The tempo is slow. The musician is playing the Happy Birthday song very deliberately.",7,False,True
JoBRbtAnbVM,30,40,"/m/02lkt,/m/04rlf,/m/07s72n","['ambient music', 'female voice', 'delay effect', 'moderate tempo', 'workout music', 'trance music', 'synth sounds', 'cymbals', 'bass sounds']","This ambient song features a female voice using a delay effect so that the words are repeated. This is accompanied by a cymbal played on every beat. No other percussion is played. The bass plays the root note of the chord. There are multiple synth layers in the background. One layer of synth plays a haunting sound which sounds like a string section in the background. Another layer of synth plays a high pitched ring modulated sound toward the end of the track. This song can be used in a gym or workout video.",0,True,True
JorNR3IXDyc,60,70,"/m/04rlf,/m/04szw,/m/0dwsp,/m/0l14md,/m/0l156b","['drums', 'instrumental', 'no voice', 'marimba', 'xylophone', 'tambourine']","The instrumental music features a marimba playing a simple melody in unison with another similar instrument and a xylophone accompanying them with fast repeating notes. A tambourine is playing once every beat. A drummer plays a repeating rhythm and drives the rhythm forward.",2,False,True
JpMHnsdsCiY,0,10,"/m/01qbl,/m/026t6,/m/02hnl,/m/02k_mr,/m/03qtq,/m/03t3fj,/m/06rvn,/m/0bm02,/m/0l14md","['punk rock', 'dub', 'instrumental', 'distorted electric guitar', 'bass guitar', 'loud acoustic drums', 'fast tempo', 'aggressive', 'energetic', 'violent']","This is an instrumental punk rock/dub music piece. There is a distorted electric playing the main tune with a bass guitar in the background. The rhythmic background consists of a loud and rapid acoustic drum beat. The atmosphere is aggressive. This piece could be used in the soundtrack of a violent video game.",9,False,False
Jq2w30NYstQ,100,110,"/m/02mscn,/m/04rlf","['male singer', 'classic rock', 'pop song', 'bad audio quality', 'medium tempo', 'string bass line', 'guitar accompaniment', 'piano accompaniment', 'keybiard accompaniment', 'steady drumming rhythm', 'emotional', 'passionate', 'groovy rhythm', 'new age', 'romantic song', 'sadness', 'realisation', 'modern pop songs', 'love songs']","A male singer sings this poignant love song. The song is medium tempo with a steady drumming rhythm, strong bass line, keyboard accompaniment, guitar accompaniment and percussion hits. The song is emotional and romantic. The song audio quality is bad.",1,False,False
JqmOqYtQqB8,30,40,"/m/03mb9,/m/04rlf,/m/07qv_x_,/m/07s72n,/m/08cyft,/m/0ggx5q","['instrumental', 'fast tempo', 'electronic music', 'buoyant', 'youthful', 'pulsating', 'electrifying', 'static', 'inferior audio quality', 'amateur recording', 'edm', 'punchy drumming', 'synthesiser articulation', 'dj', 'dj mixer', 'dance floor', 'freestyle dance', 'drum machine', 'digital drumming', 'digital music', 'distorted sounds']","This music is an Electronic instrumental. The tempo is fast with punchy, synthesised music and thumping drum beats on the drum machine. The music is youthful, energetic, enthusiastic,loud, buoyant, punchy, pulsating and electrifying. The sound quality is of inferior quality and there is a bit of static.",7,False,True
JrOV2Xz2djA,90,100,"/m/03lty,/m/04rlf,/m/06by7,/m/0cfdd,/m/0dl5d,/m/0dls3","['male singer', 'fast tempo', 'youthful', 'progressive', 'compelling', 'passionate', 'funky electric guitar feedback', 'emphatic drumming', 'groovy bass lines', 'animated vocal backup', 'high pitched singing', 'funky electri guitar feedback', 'youthful', 'progressive', 'hard rock', 'metal', 'hard metal', 'goth rock', 'punk rock', 'energetic', 'emphatic', 'intense', 'goth', 'psychedelic']","A male vocalist sings this  energetic rock song. The song is  fast tempo with emphatic drumming, groovy bass lines, funky electric guitar feedback and keyboard accompaniment, with animated, high pitched backup. The song is youthful, energetic,spirited, intense, psychedelic and passionate. This song is Hard Rock.",7,False,True
Js_3Aa214xY,30,40,"/m/011k_j,/m/02cjck,/m/04rlf,/t/dd00037","['game lobby music', 'orchestra music', 'no voices', 'instrumental', 'slow tempo', 'hissing sound', 'string section', 'eerie music', 'percussion']","This game music is an orchestral song with no lyrics. It starts off with low pitched instruments playing an eerie melody. A percussion instrument plays in the background. After the first four counts, a hissing sound is played. This song has no voices. This is a slow tempo song. It can be used in the game lobby of a game involving wizards.",0,False,True
Jsk3ZUGvP-o,410,420,"/m/0mkg","['accordion players', 'accordion accompaniment', 'gypsy music influences', 'emotional', 'dance rhythm', 'retro instrumental', 'nostalgic', 'entertaining', 'cheerful', 'positive', 'the good life', 'idyllic fun', 'instrumental music', 'bad audio quality', 'groovy rhythm', 'medium tempo']","The song is an instrumental. The song is medium tempo with two accordion players playing on harmony and no other instrumentation. The music is romantic and passionate. The song has gypsy music roots.",1,False,False
JtLNRHVGQuw,30,40,"/m/03qjg,/m/085jw","['instrumental', 'medium tempo', 'harmonica', 'french harp', 'free reed instrument', 'wind instrument', 'aerophone', 'free reed aerophone', 'lively accompaniment music', 'besame mucho', 'popular spanish songs', 'latin songs', 'spanish melody', 'background score', 'muffled audio', 'amateur recording', 'congas beat']","This music is a soulful instrumental. The tempo is medium with a harmonica  melody with a background track which is muffled. The melody is of a popular Spanish Classic song. This music is a Harmonica instrumental of Besame Mucho.",7,False,False
Jvj2WqgVy78,30,40,"/m/04rlf,/m/07r67yg","['tuned bellsounds', 'digital beeping noises']","Tuned bell-sounds are playing a melody walking down and up a scale along with some loud digital beeping noises also playing a melody. This song may be playing as an annoying doorbell.",6,False,True
JvvnL7UnCGA,20,30,"/m/04rlf,/m/07p78v5","['hardcore', 'rave', 'synth', 'female voice', 'melodic singing', 'ambient synth', 'loud electronic drums', 'sound effects', 'high-pitched', 'energetic', 'dance']","This is a hardcore rave music piece. There is a female vocalist singing melodically. The high-pitched synth is playing the main theme while an ambient synth with medium-pitched characteristics is playing in the background. A very loud and fast-paced electronic drum beat carries the rhythmic background. The atmosphere is very energetic. This piece could be used in an anime or a video game. It could also be used in DJ sets at rave venues.",9,False,True
JxwRvkjNJQ0,150,160,"/m/04rlf,/t/dd00036","['heavy metal', 'male voices', 'distortion guitar', 'bassline', 'simple percussion', 'aggressive voice', 'aggressive mood', 'moderate tempo']","This heavy metal song features a male voice singing at a distance in the background. Distortion guitars play a riff and end with a power chord. This is accompanied by percussion playing an aggressive metal beat. The bass follows the rhythm guitar for the beginning of the song and later plays licks while the notes of the distortion guitars are sustained. The mood of this song is aggressive. This song can be played on the entrance of a WWE star into the arena.",0,False,True
JzJCn-puzS4,150,160,"/m/02lkt,/m/04rlf,/m/07gxw,/m/07p78v5","['techno song', 'dance song', 'female voice', 'vocables', 'repetitive vocal melody', 'synth music', 'programmed percussion', 'moderate melody']","This techno song features a female voice singing only in non-lexical vocables. This is accompanied by programmed percussion. The percussion pauses after one and a half bars. It plays again after half a bar in an eighth note pattern. A synth plays a melody that is the same as that of the voice. The melody is repetitive. This song has a happy mood. This song can be played in a club.",0,False,False
JzRb1OVpat0,30,40,"/m/04rlf,/m/07kc_","['cinematic', 'sad', 'strings', 'basssound', 'melancholic', 'slow tempo']","Two viola/cello like instruments being played with a bow and a lot of tremolo. It sounds like they are complaining and crying, full of pain. They both are playing a melody as they are talking to each other. A low basslike drumhit/kick with a long release is hitting one single note. You can hear some white noise in this recording. This song may be playing in a sad and disturbing scene of a retro movie.",6,False,True
K-0qmhvJyzE,10,20,"/m/04rlf,/m/0dwsp,/m/0dwt5,/m/0dwtp,/t/dd00125","['kids song', 'no singer', 'instrumental', 'xylophone', 'music box', 'bell', 'calming', 'relaxing', 'cheerful', 'cute', 'cozy']","This is an instrumental kids song. There is a xylophone and a music box playing a cute and cheerful melody. The atmosphere of the piece is cozy and relaxing. This piece could be used as a backing track for a nursery rhyme. It could be used in the soundtrack of a movie targeted at children.",9,False,True
K0x_DxNxtbk,200,210,"/m/01jnbd,/m/02rr_,/m/04rlf","['instrumental', 'loud', 'electric guitar riff', 'thrilling', 'muffled melody', 'sonic power', 'loud feedback', 'synthesiser arrangements', 'boomy', 'white noise', 'anticipatory', 'static', 'tense', 'suspenseful', 'sinister', 'anticipa white noise', 'pause', 'intense', 'grim', 'sinister']","This clip is an instrumental. The tempo is slow. The music is a single, loud , resounding electric guitar riff that ends abruptly and after a pause is followed by a muffled, fast melody. The music is tense, suspenseful, sinister, anticipatory and thrilling.",7,False,True
K1PzpuR6CqY,10,20,"/m/01kcd,/m/03_d0,/m/04rlf,/m/04szw,/m/07gql","['swing jazz', 'big band', 'no singer', 'instrumental', 'trumpets', 'brass section', 'upright bass', 'walking bass line', 'acoustic jazz drums', 'smooth', 'vibrant', 'danceable']","This is a swing jazz music performance. The main melody is being played by trumpets while the brass section as a whole provides the melodic background. There is an upright bass playing an eighth-note walking bass line. The acoustic drums are playing a swing jazz beat in the rhythmic background. There is a smooth and vibrant atmosphere to the piece. It could be playing in the soundtrack of a video game. This piece could also be used in the soundtracks of historical drama pieces.",9,False,True
K2h6UiZSoZ4,30,40,"/m/04rlf,/m/07qv_x_","['instrumental', 'fast tempo', 'electronic music', 'obscure audio', 'thumping sounds', 'vocalisation', 'punchy beats', 'robotic voice', 'background chatter', 'electronically arranged music', 'home video', 'home recording', 'muffled audio', 'psychedelic', 'dance music', 'edm', 'catchy vocal riff']","This  is Electronic Dance music. The tempo is fast with synthesiser arrangements, punchy Digital drum rhythm, electronic sounds and a recurring, catchy vocal riff with the sound of talking in the background.The music is obscure as it is an amateur recording . It is buoyant, youthful, energetic, enthusiastic, and pulsating with a dance groove.",7,False,True
K55v5p5DEPE,0,10,"/m/04rlf,/m/0g293,/m/0ln16","['latin dance', 'salsa', 'male vocals', 'shouting', 'crisp synth', 'piano', 'bass guitar', 'latin percussion', 'sensual']","This is a latin dance music piece in the style of salsa. There are male vocals shouting in the lead. There is a crisp synth sound playing the melody with the backing of a piano and a bass guitar. The rhythm is played by the latin percussive elements. There is a sensual atmosphere to this piece. It could be playing in the background at a latin nightclub.",9,False,False
K5ilD6nEJ-g,20,30,"/m/01s0ps,/m/05148p4,/m/05r5c","['piano', 'string instruments', 'emotional', 'brass instruments', 'french horn', 'uplifting', 'hopeful']","This is an instrumental song. We have piano, brass, and string instruments. The piano melody is light and dainty, but also uplifting and positive. The pattern is like a dance among the clouds. The string instruments are violins, and the brass being the french horn. The brass gives the clip the sense of importance and grand atmosphere.",3,False,False
K63Z_abB314,10,20,"/m/04rlf,/m/04szw,/m/07xzm,/m/0fx80y","['lute song', 'no percussion', 'no other instruments', 'no voices', 'instrumental', 'stringed instrument', 'fingerpicking', 'folk song', 'slow tempo', 'happy mood']","This instrumental song features a lute being played. This is played using fingerstyle. The song sounds like a folk song. There are no other instruments in this song. There are no voices in this song. This song can be played in a documentary scene with green hills at the backdrop. The mood of this song is happy.",0,False,False
